validAlertedResponses,age,gender,avg_happy,avg_energised,avg_focused,avg_stressed,avg_productive1h,avg_AC_10i,avg_AC_2i,avg_AC_5i,avg_BP_11i,avg_BP_13i,avg_BP_1i,avg_BP_9i,avg_EC_2i,avg_EC_5i,avg_GS_11i,avg_KP_10i,avg_SR_7m,avg_SU_3i,avg_SU_6i,avg_TL_10i,avg_TL_14i,avg_TL_6i,avg_TS_14i,avg_TS_1i,avg_AC_9m,avg_BP_4m,avg_EC_9m,avg_GS_12m,avg_GS_4m,avg_GS_7m,avg_KP_13m,avg_KP_3m,avg_KP_6m,avg_SR_12m,avg_SR_13m,avg_SR_14m,avg_SR_8m,avg_SU_12m,avg_SU_14m,avg_SU_16m,avg_TL_13m,avg_TL_16m,avg_TS_13m,avg_TS_16m,avg_TS_4m,avg_TS_8m,avg_AC_12t,avg_AC_4t,avg_AC_7t,avg_BP_5t,avg_GS_15t,avg_GS_5t,avg_GS_9m,avg_KP_4t,avg_KP_7t,avg_SU_15t,avg_TL_17t,avg_TL_1t,avg_TS_9t,avg_BA_1,avg_BA_2,avg_BA_3,avg_BA_4,avg_BA_5,avg_CE_1,avg_CE_2,avg_CE_3,avg_EE_1,avg_EE_2,avg_EE_3,avg_EE_4,avg_EE_5,avg_EE_6,avg_EE_7,avg_EE_8,avg_RC_1,avg_RC_2,avg_RC_3,avg_SA_1,avg_SA_2,avg_SA_3,avg_SA_4,avg_SA_5,avg_SA_6,avg_SA_7 
29,45-54,male,0.563241379,0.546034482,0.580517241,0.179538461,0.553045454,,0.75,0.5,0.75,0.25,0.5,0.75,0.25,0.5,0.75,0.5,0.75,0.75,0.75,0.5,1,0.5,0.5,0.75,,0.5,0.5,,0.75,0.5,0.25,0.75,0.75,0.25,0.75,0.75,0.5,0.75,0.75,0.75,0.5,0.25,,,0.75,0.75,0.75,0.25,0.75,0.25,0.75,0.5,0.75,0.75,0.5,0.25,0.5,0.5,0.75,0.25,0.25,0.25,0.5,,0.5,0.75,0.5,0.25,0.25,,0.5,0.5,0.5,0.25,0.5,,0.75,0.75,0.5,0.75,0.75,,0.75,0.5,0.5
36,35-44,female,0.699000001,0.634305555,0.763694447,0.259333332,0.677000001,0.75,0.875,,0.75,0.75,0.875,1,0.875,0.75,,,0.25,1,0.75,0.75,0.5,0.75,0.75,1,,0.75,,0.75,1,0.75,1,0.875,0.75,1,1,0.875,0.75,0.75,0.75,0.5,0.75,0.75,0.5,0.75,0.875,1,0.875,0.75,1,0.75,0.75,0.75,0.5,0.75,,0.75,1,,0.75,1,0.875,0.75,1,1,1,0.75,1,0.75,0.875,0.75,0.75,0.75,,0.875,1,1,1,0.75,0.875,1,0.75,0.75,,0.75,0.875
15,45-54,female,0.833133336,0.888866667,0.922133334,0.066799998,0.787909091,,1,1,1,0.75,0.75,1,,1,,,0.75,,1,1,,1,,0.875,,0.75,,0.875,,1,0.75,,,,0.75,0.5,,,0.75,,0.75,0.75,0.75,0.625,,,,0.75,,1,,0.75,0.5,0.75,1,0.75,,1,0.75,0.75,,,0.75,0.875,1,,1,,1,0.75,0.5,0.75,0.875,1,,1,,,,1,,1,,,1
98,35-44,female,0.693867347,0.608897958,0.552785713,0.291749999,0.661375001,0.75,0.833333333,0.75,0.75,0.75,0.75,0.75,0.75,0.6875,0.75,0.75,0.75,0.8,0.8125,0.75,0.666666667,0.75,0.5,0.75,0.75,0.75,0.75,0.75,0.8,0.75,0.791666667,0.75,0.75,0.75,0.785714286,0.875,0.75,0.75,0.75,0.7,0.75,0.833333333,0.75,0.75,0.8,0.75,0.8,0.75,0.75,0.6,0.75,0.75,0.625,0.75,0.75,0.5625,0.458333333,0.75,0.5,0.7,0.55,0.5,0.8,0.75,0.5,0.5,0.583333333,0.666666667,0.6875,0.75,0.642857143,0.6,0.75,0.625,0.6,0.821428571,0.708333333,0.75,0.5,0.55,0.541666667,0.541666667,0.55,0.5,0.75
27,35-44,male,0.543185186,0.691444443,0.635777778,0.348545454,0.714285714,0.75,1,0.75,0.75,,0.75,0.75,,0.25,,,0.75,0.75,1,,,0.75,0.75,0.583333333,,0.5,0.5,0.5,0.25,0.5,0.75,,,0.75,1,0.75,0.25,,0.625,,0.75,0.25,0.5,0.75,0.5,0.75,0.75,0.5,0.75,0.75,,0.75,0.75,0.75,0.75,0.75,0.5,0.25,,,0.75,0.75,0.5,0.5,,0.75,,0.5,0.75,0.5,0.75,0.75,0.75,0.75,,,,0.75,0.5,,,,,0.5,
7,>55,female,0.714285714,0.809285717,0.857000002,0,0.9,,0.5,,0.75,0.25,,,,,0.75,,1,,,,1,0.5,0.25,,,,,,,,,,,0.75,,,,,,,,,,,,,,,,,,,0.75,,0.75,1,,,,,0.5,,,,,,0.75,,,,0.75,,,,,,,0.75,,,,,0.75,,
38,55+,male,0.763026317,0.758631581,0.736763159,0.449900001,0.746814816,0.875,,0.75,,,0.75,0.75,,,1,0.875,0.875,1,0.875,0.75,0.75,0.75,0.75,,0.875,0.875,0.875,1,1,1,1,0.875,,1,,1,1,0.875,0.833333333,1,,0.75,1,1,1,0.75,1,0.833333333,0.75,,0.75,0.75,1,0.75,0.75,,1,0.75,0.75,0.625,0.75,0.75,0.75,0.833333333,0.75,,0.75,0.625,1,,0.75,0.875,0.833333333,0.75,0.833333333,0.833333333,1,0.75,0.75,,0.875,,0.75,0.625,1
36,35-44,male,0.629777776,0.615888887,0.620527776,0.194666664,,1,0.75,0.75,0.5,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.5,0.75,0.75,,0.5,0.75,0.5,0.75,0.5,0.5,0.75,0.5,,0.5,0.75,0.5,0.75,0.5,0.5,0.75,0.75,0.5,0.75,0.5,0.75,0.5,0.75,1,,0.5,,0.75,0.75,0.5,0.25,1,0.5,0.75,0.75,0.75,0.25,0.5,1,0.75,,0.75,0.5,0.75,0.5,0.5,0.5,0.5,0.5,,0.75,0.5,0.5,0.5,0.75,0.75,0.75,0.75,0.5,0.5,0.5,0.5,0.75,0.5,0.5
64,45-54,male,0.632828125,0.497421875,0.63803125,0.454500001,0.752342858,0.75,0.75,0.8,0.75,0.6875,0.55,0.5625,0.833333333,0.75,0.75,0.75,0.75,0.75,0.916666667,0.7,0.583333333,0.75,0.916666667,0.75,0.75,0.75,0.6875,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.583333333,0.85,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.833333333,0.75,0.625,0.75,0.75,0.625,0.625,0.666666667,0.666666667,0.75,0.75,0.75,0.75,0.541666667,0.3125,0.5,0.833333333,0.625,0.5,0.5625,0.5,0.25,0.55,0.5,0.0625,0.5625,0.4375,0.625,0.5,1,1,0.75,0.458333333,0.5,0.5625,0.4375,0.45,0.55,0.625
52,45-54,male,0.689019232,0.769134617,0.849230771,0.482473684,0.803622223,1,0.875,0.25,0.5,0.25,0.5,1,1,0,0.916666667,0.125,0.833333333,0.125,0.25,1,0.875,,0.125,0.75,0.25,0,0.125,0.25,0.333333333,0,,0.125,0.166666667,0.25,0.75,0.375,0.125,0,0.5,0,0.5,0.25,,0.375,0.5,0.125,0.833333333,0.375,0.875,0.625,0.625,0.333333333,0,0.625,0.916666667,0.25,0.25,0.416666667,0.5,0,0,0,0,0.5,0.25,0.25,0.5,0.375,1,0.916666667,0.5,0.625,0.5,1,0.5,0.666666667,1,0,0.25,0.75,0.5,0,0.583333333,0.5,0.5
16,35-44,female,0.7083125,0.687437501,0.6458125,0.266600001,0.916749999,,,0.75,0.75,1,1,,0.75,0.5,1,,,1,,,0.75,,,1,1,1,,0.75,,0.75,1,,1,,1,1,,1,1,1,,,,1,0.75,0.75,,,0.75,,1,0.75,1,,1,,,0.5,,,,,,1,,,1,0.75,0.75,,0.5,,1,,1,,1,0.75,,1,,1,,,
16,45-54,male,0.520687502,0.625124998,0.6354375,0.500249997,0.606181817,0.75,0.5,,0.5,0.75,,0.75,0.75,0.75,,,,0.75,1,0.625,0.5,0.75,0.5,,0.75,0.625,0.75,0.75,0.75,,0.75,0.75,0.75,0.75,0.5,0.5,0.75,0.875,0.75,0.75,0.75,0.75,0.75,0.875,0.75,,0.75,0.5,0.75,0.375,,0.5,0.5,0.75,0.5,0.625,0.75,0.5,0.75,0.75,,0.625,0.5,0.75,0.5,0.5,0.75,0.5,0.5,0.75,0.25,,0.5,0.625,0.5,0.875,1,0.5,0.5,,0.625,0.5,0.5,0.5,0.875
23,25-34,male,0.565217391,0.384043478,0.384043478,0.5,0.26464706,,0.25,0.25,0.875,0,0.75,,0.75,0,1,0.625,0.5,,,,0.75,0.25,0.75,0.5,0.25,0,0.5,,,0,0.75,0,0.5,0,,,0,0,,0,0,,,1,0,0,,0.75,0.25,,0,0.25,0.75,,0.25,0.5,0.75,,0,,0,0,0.25,,0.75,0.75,0,0,0,,0.25,0.25,0,0.75,,0,0.75,,0,0.5,,,0.5,0,
13,25-34,female,0.500076922,0.410153847,0.423000001,0.333000004,0.562624998,,0.75,,0.5,,0.75,0.75,,0.25,,0.75,0.5,0.75,0.75,0.75,0.5,0.75,0.75,0.75,,,,0.5,,,0.25,0.5,0.75,,0.25,,0.75,0.75,,,,0.75,0.75,,,,0.75,,,,0.5,0.25,0.75,0.75,,0.75,,,,0,,0.25,0.75,0.75,,0.75,,0.25,,,0.5,0.75,,,0.5,0.75,0.75,,0.5,,0.75,0.5,,0.25,
59,35-44,male,0.827576273,0.629949152,0.683711863,0.260499999,0.649105263,0.75,0.75,0.5,0.5,0.375,0.75,0.875,0.75,0.875,0.75,0.75,1,0.75,0.75,0.5,0.375,0.625,0.75,0.625,0.75,0.5,0.625,0.75,0.75,0.625,0.5,0.625,0.75,0.75,0.625,1,0.375,0.625,0.5,0.25,0.625,0.5,0.875,0.375,0.75,0.75,0.75,0.75,0.625,0.75,0.75,0.75,0.25,0.75,0.75,0.625,0.5,0.625,0.5,0.5,0.625,0.75,0.75,0.875,0.5,0.625,0.75,0.125,0.5,0.5,0.25,0.5,0.5,0.75,0.5,0.875,1,0.375,0.5,0.625,0.375,0.75,0.75,0.5,0.625
46,45-54,female,0.862195654,0.710086957,0.775239132,0.090999999,0.869478262,,,0.75,1,,0.875,1,1,0.5,0.75,1,0.75,,0.5,,0.625,0.75,0.75,1,0.625,0.5,0.583333333,0.75,0.25,0.625,0.75,0.416666667,,0.75,0.875,0.5,0.416666667,0.5,0.375,0.25,0.375,0.416666667,0.375,0.375,0.5,,0.75,,1,0.75,1,1,0.5,0.833333333,0.875,0.75,1,0.75,,0.375,0.666666667,0.5,,,,0.666666667,0.75,0.5,0.75,,0.75,,0.75,0.875,0.75,0.583333333,1,,0.75,0.75,,0.75,0.75,0.75,
1,35-44,male,0.5,0.666999996,0.666999996,0.5,0.666999996,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,0.75,,,,,,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,25-34,male,0.627647056,0.578529411,0.48052941,0.357285712,0.7167,,1,0.75,,,0.75,,,,,,,,0.75,1,,,1,0.75,0.75,,1,,1,,,1,1,,0.75,0.75,,1,1,,,,,0.25,1,0.75,0.75,0.75,0.75,0.75,,,0.75,,1,,1,1,0.75,,0.75,0.75,,0.75,0.5,,,0.5,,,,,0.75,,0.75,0.75,,0.75,0.75,,0.75,,0.75,0.75,0.5
3,25-34,male,0.499666671,0.499666671,0.611000001,0.5,0.666666667,,,,,,,,,,,0.75,,,,,,,,,,,,,,,,,,0.25,0.75,,,,,,0.75,,,,,,,,,0.75,,,,0.75,,,0.25,,,,,,,,0.75,,,,,,,,,,,,,,0.25,,,,,,
15,16-24,male,0.677666668,0.710933336,0.688800001,0.333250001,0.666799998,0.75,,0.75,1,0.5,,0.75,,0.75,,0.5,0.75,,0.75,1,,,0.5,0.75,,0.75,,,0.75,,,,,,0.5,0.5,,,0.75,0.75,0.75,,,0.75,0.75,,0.75,0.75,,0.25,0.5,0.75,0.75,,,0.5,0.75,,0.5,,0.75,0.75,0.75,,,0.75,,,0.75,0.75,,,1,,1,0.75,,0.5,,0.75,0.75,0.75,1,0.25,
2,25-34,male,0.5,0.583499998,0.833499998,,0.5,,,,,,,,,,,,0.75,,,,,0.75,0.75,,,,,,,,0.25,,,,,,,,,,,,,,,,,,0.75,,,,,,,0.75,,0.25,,,,,,1,,,,,,0.5,,0.25,,,,,,,0.5,0.5,,,,,
35,25-34,male,0.142857143,0.266685714,0.366685714,0.541625001,0.535157894,0.875,0.25,0.75,0.583333333,0.25,0.75,1,0.625,0.5,1,0.75,0.625,0.5,,0.75,0.75,0.75,0.5,0.5,0.375,0.75,0.25,0.75,1,0.5,0.625,0.5,0.75,0,0.375,0.833333333,0.75,0.75,0.75,0.75,0.875,,0.75,0.75,0.75,0.5,0.75,0.5,0.5,0.666666667,0.25,0.666666667,,,0.75,0.25,0.5,,0.75,,0.25,0.5,1,0.5,0.5,0.5,0.75,0.5,0.583333333,0.5,0.75,0.75,0.25,0.625,,0.5,0.875,0.75,0.5,0.75,0.5,,0.5,0.375,0.5
1,25-34,male,0.833000004,0.5,0.333000004,0,,,,,,,,,,,,,,,0.5,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,
43,45-54,female,0.624116278,0.527139535,0.651139535,0.361000001,0.701103449,1,1,0.5,0.25,0.5,1,1,0.875,0.625,0.75,0.625,1,1,1,1,0.75,1,0.5,0.875,1,1,1,1,1,0.5,0.875,1,1,1,1,1,0.75,1,0.75,1,1,0.75,1,0.75,1,0.75,1,1,0.75,0.875,0.25,0.75,0.75,0.875,1,0.75,0.375,1,0.75,0.5,0.75,1,1,1,1,0.625,1,0.75,1,0.75,1,1,1,0.75,1,1,1,0.75,0.75,1,1,1,1,0.75,0.625
26,25-34,male,0.621846153,0.615346154,0.647499999,0.333499998,0.485916669,0.75,,,,0.75,0.25,,0.5,,0.5,,,0.75,0.75,,,1,0.25,0.75,0.75,1,,,1,,1,1,0.75,0.75,,0.75,,0.75,0.75,0.75,0.75,0.75,0.75,0.25,1,,,0.75,0.75,,1,0.75,0.75,,0.75,,,,0.75,,0.5,1,0.75,0.75,0.75,,0.625,0.125,,,,,0.75,0.75,,0.75,,0.75,0.25,0.75,,0.5,,,0.75
6,45-54,male,0.416666667,0.55583333,0.694333335,0.61133333,0.555666665,,0.75,,,,0.75,,,,,,,,,0.75,,,,,,,,,1,0.75,,,,,,1,,0.75,1,,0.75,0.75,,,,,,,,0.75,,,,0.75,,,,,,,0.5,,0.75,,,0.75,0.75,,,,,,,,,,,,0.75,0.75,,,,,
8,35-44,male,0.583374999,0.562250003,0.666625001,0.333000004,0.666625001,,1,,,,,,,,1,,,,0.75,1,,,,,,,1,,,,1,,0.75,,,0.75,,0.75,,,,,,,,,,0.5,,0.75,,0.5,,,0.75,0.75,,,0.75,,,,,,0.5,,,0.5,,0.5,,,,,,,,0.75,0.5,0.25,0.75,,,,0.75
40,45-54,female,0.658275001,0.6917,0.7292,0.314999998,0.843058825,1,1,1,0.75,1,0.916666667,,1,0.75,1,0.75,0.833333333,1,1,1,1,0.875,1,1,1,,0.875,1,1,1,1,1,1,1,0.75,0.75,1,1,0.875,0.75,1,1,1,0.75,1,1,0.875,0.916666667,1,0.75,0.75,0.75,1,0.875,1,0.916666667,0.75,0.916666667,0.875,0.75,1,1,,0.916666667,1,1,1,1,,,,0.833333333,1,1,1,1,1,1,1,1,1,1,1,1,1
3,35-44,male,0.444333335,0.611000001,0.555333336,,0.833000004,,,,,,,,,,,,0.75,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,0.5,,,,,,,,,,,,,,1
4,35-44,female,0.708499998,0.666749999,0.708250001,,0.708499998,,,,,,,,,,1,,,,1,,,,,,,,,0.5,,,0.75,,,,,,,,0.5,,,,,0.5,,,,,,0.25,,,,,,,,0.25,,,,,0.75,,,0.75,,0.25,,,,,,,,,,,,,,0.75,,,
1,35-44,male,0.5,0.333000004,0.5,0.333000004,0.5,,,,,,,,,,,,,,,,,,,0.75,,,,,0.75,,,,,,,,,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,16-24,male,0.880714289,0.666714285,0.547571429,0.541749999,0.433599997,,0,0.5,,0,,,0.75,,,,,0.5,,,1,0.25,,,,,0.5,,,0.5,0.5,0,,,,0.5,,,0.5,,,,,,,,,1,,,,,,,,,,,,0.5,,,,,,0.75,,,,0.75,,,,,,1,1,,,,0.5,,,0.5,
17,35-44,male,0.617764704,0.558823529,0.558882352,0.472166667,0.592666666,,0.75,,0.5,,,,,,,,0.75,,0.75,,,1,0.75,,0.5,0.25,0.5,0.25,,0.5,0.75,,,,,0.25,0.75,,,,0.5,,0.5,0.5,,,0.5,0.5,,,0.5,,0.5,,0.5,0.75,0.5,,,0.75,,,0.75,0.75,0.5,0.5,0.75,0.5,0.75,0.75,,0.75,,,0.75,0.75,1,0.75,,,0.75,,0.5,0.75,
5,35-44,female,0.7,0.566600001,0.599800003,0.166666667,0.75,0.75,,,,,,0.75,,,,,,,,,,,,,,1,,,0.75,,0.75,,,,,,0.75,,,,0.5,,0.75,,,,,0.5,,,,,,,,,,,0.5,0.5,0.75,,,0.75,,,,,,,,,0.75,,,,,,,,,,0.75,,
6,25-34,female,0.638833334,0.555666665,0.527833333,0.208250001,0.833333333,,,,,,,,1,,0.75,,,,0.75,,,,0.5,,0.75,,,,,,,,,,1,,,,,,,,,,1,,,,,0.75,,0.75,,,,,1,,,,,,,,0.75,,0.75,,,,,0.75,0.75,,,0.75,,0.75,,0.75,0.75,,,,
6,25-34,male,0.61133333,0.583499998,0.527833333,0.444333335,0.555666665,,0.75,0.25,,,,,,0.5,0.75,,,,0.75,0.75,1,,0.5,0.5,0.75,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,0.75,,,0.5,,,,0.5,,,,,0.5,,,,,0.5,,,,0.75,,,,,,,,,,
42,45-54,male,0.738071429,0.575333334,0.551571429,0.156187501,0.75,,1,0.25,1,1,1,0.625,0.875,0.5,,1,1,1,0.875,0.75,1,0.75,0.5,1,0.5,,0.875,0.5,,0.75,0.5,0.5,0.25,0.25,0.25,0.375,0.625,0.625,0.625,0,0.125,0,0.5,0.25,0.5,0,,1,1,1,0.25,0.75,0.5,0.75,0.75,0.875,0,0.25,0.5,0.625,0.25,0.75,0,1,0.5,0.625,0.75,0.5,,1,0.875,0.75,0.75,0.75,0.75,1,1,0.75,0.625,0.75,0.75,0.75,0.875,0.125,1
23,35-44,male,0.652173913,0.623173913,0.594260869,0.181818182,0.444333335,0.5,,,0.75,0.5,0.75,,1,0.75,,,,0.75,0.75,0.75,0.5,1,0.75,0.75,0.75,0.5,,0.75,0.75,0.5,1,0.5,0.75,0.75,0.5,,0.75,0.75,0.75,0.5,0.5,0.25,0.5,0.5,0.75,0.5,,0.625,,0.5,0.5,0.5,0.75,0.25,,0.5,0.5,,0.25,0.5,,0.75,0.5,0.5,0.5,,,,,,,0.75,0.5,0.5,,0.5,,0.75,0.75,0.75,,0.5,0.5,0.5,
111,35-44,male,0.587162161,0.495531531,0.590099099,0.344793104,0.583388888,0.75,0.8125,0.75,0.833333333,0.333333333,0.75,0.916666667,0.875,0.666666667,0.75,0.875,0.833333333,0.8125,0.625,0.875,0.8125,0.75,0.8125,0.875,0.75,0.625,0.75,0.75,0.833333333,0.75,0.833333333,0.75,0.8125,0.583333333,0.916666667,0.75,0.75,0.75,0.75,0.833333333,0.75,0.5,0.75,0.75,0.9375,0.5,0.6875,0.666666667,0.6875,0.5,0.5625,0.8125,0.666666667,0.75,0.583333333,0.625,0.666666667,0.625,0.75,0.166666667,0.5625,0.75,0.833333333,0.75,0.583333333,0.6875,0.75,0.25,0.75,0.625,0.375,0.75,0.25,0.75,0.583333333,0.75,1,0.5,0.75,0.5,0.6875,0.5,0.75,0.25,0.75
2,35-44,male,0.75,0.75,0.833000004,,0.416999996,,0.75,,,,,,,0.75,,,,,,0.75,,,,,,,0.75,,,0.5,,,,,,,,,,,,,,,,,,,,,,0.75,,,,,0.75,,,0.75,,,,,,,,,,,,,,,,1,1,0.75,,,,,0.75,,
10,45-54,female,0.766600001,0.583200002,0.616600001,0,0.777666668,,,,1,,,,,,1,,1,0.5,,,,,1,,,,,0.25,1,,,,,0.5,1,,,,0.25,,0.75,,0.5,,,,,0.75,,,0.875,,0.75,,,,,,0.75,0.5,,,0.75,,0.75,0.25,,0.75,,,0.75,0.5,,,0.625,1,,,0.5,0.75,0.75,,,0.75,
5,45-54,female,0.400199997,0.333399999,0.599800003,0.333000004,0.633399999,0.75,,,,,,,,,,,,,0.75,0.75,,,,,0.75,0.75,,,0.75,,,,,,,,,,,,,1,,,,,0.75,,,1,,,,,,,,,,,,1,,1,1,0.75,,,0.75,,,,,,,,,,,,1,,,,
32,35-44,male,0.942656251,0.854093751,0.880093751,0.129666666,0.884615385,0.75,1,1,1,0.75,,1,0.75,0.75,0.75,1,1,,,1,0.25,1,1,1,1,,1,1,,1,0.75,,0.75,,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,0.75,0.75,1,0.75,1,1,,,,0.25,0.75,1,,,0.75,,,1,0.75,0.75,0.75,1,0.75,1,1,,0.75,1,0.75,0.75,,0.75,,0.25,0.75
10,35-44,male,0.733200002,0.7,0.716600001,0.416500002,0.733399999,,0.5,,,,,0.75,0.75,,1,,1,,,0.75,,,0.25,,1,,,,1,,,,1,,,,,,,,0.5,,0.75,,1,0.75,,0.5,,0.75,0.75,0.75,,,0.75,,,,,,,,0.75,,,,,,,0.75,,,,0.75,0.75,0.75,,,,0.75,,,,0.75,
58,35-44,male,0.459793103,0.402172415,0.416517243,0.460647061,0.574111111,0.75,0.5,0.625,0,,0.375,0.5,0.75,0.625,0.5,0.75,0.75,0.75,0.75,0.625,1,0.75,0.25,0.75,,,0.75,0.5,0.75,0.75,0.5,0.375,0.5,0.625,0.625,0.25,0.75,0.75,0.5,0.25,0.375,0.25,0.625,0.25,0.625,0.375,0.75,0.625,0.5,0.625,0,0.75,0.25,0.75,0.75,0.375,0.125,0.625,0.5,0.25,,0.75,0.5,,0.75,0.75,,0.25,0.75,0.75,0.75,,,0.5,0.75,0.5,0.75,0.75,0.75,0.75,,0.25,0.625,0.25,0.75
33,35-44,female,0.904000001,0.737333334,0.808000001,0.083357143,0.861111111,,0.916666667,0.75,,0.75,,1,,0.75,0.75,0.875,,1,1,,0.416666667,0.875,,1,1,0.5,0.75,,,0.75,,0.75,1,,1,0.666666667,,0.75,0.625,0.75,0.875,0.75,1,,0.875,0.875,0.75,0.75,1,,0.9375,0.75,0.75,1,0.875,0.75,,0.833333333,0.75,0.5,0.75,,0.75,1,1,0.875,1,,0.75,0.75,1,1,,1,,0.875,,,1,,1,0.75,,1,
99,35-44,female,0.580878787,0.555616161,0.538828281,0.387032259,0.66668421,0.75,0.875,0.75,0.666666667,0.75,0.8125,1,0.75,0.75,0.833333333,0.583333333,0.8125,1,0.75,0.5,0.5,1,0.416666667,0.75,0.916666667,0.9375,0.833333333,0.8125,1,1,0.9375,1,1,0.875,0.916666667,1,0.75,1,0.75,0.8125,0.875,0.9375,0.9375,1,1,1,0.875,0.75,0.875,0.75,1,0.833333333,1,0.75,0.75,0.75,0.75,0.666666667,0.75,0.625,0.916666667,0.75,0.75,0.875,0.75,0.75,0.75,0.625,0.875,0.875,0.75,0.75,1,0.8125,0.875,1,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.625,0.75
1,45-54,female,0.833000004,0.833000004,0.833000004,,,0.75,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
17,45-54,female,0.696117647,0.686294117,0.666764705,0.208499998,0.639166663,,0.75,,,,0.5,0.75,0.75,0.75,0.75,0.75,,,,0.5,0.75,,,0.5,0.5,,0.75,0.5,,,0.875,,,,,,,,,,,,,,1,0.625,,0.75,0.875,,,,0.5,0.75,,0.5,,0.75,,,,,0.75,,0.75,,,0.75,,,0.75,0.75,,0.75,0.75,,,0.625,,1,0.75,,,,0.75
9,35-44,female,0.574111111,0.53711111,0.53711111,0.666999996,0.547714284,1,,1,0.75,,,,,,,,,,,,0.5,,,0.5,,,,,,,,0.5,,,,,,,,,,,,0.5,0.75,0.75,,,,0.75,0.5,0,,0.5,,,,,,0.125,0.25,0.5,,0.5,0.25,,,,0.625,,,0.75,0.5,0.75,,,,,0,,0.25,,,,
4,25-34,male,0.625249997,0.583250001,0.541500002,0.333000004,0.625,,,,,0.5,0.5,,,0.75,,,0.75,,,,,,,,,,0.75,,,,,,,0.75,,,,,,,,,,,,,,,,,,,,,,0.75,,,,,,,0.75,,,,,,,0.75,,,0.75,,,,,,,0.5,,,,,
43,25-34,male,0.511744185,0.631860464,0.685976745,0.5,0.527833333,0.875,0.5,0.5,0.666666667,0.5,0.625,1,0.75,0.625,0.75,0.75,1,0.75,0.25,0.625,0.25,0.5,0.583333333,0.75,0.75,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.875,0.875,0.25,1,1,0.75,0.25,0.5,0.666666667,0.25,,0.5,0.75,0.5,0.75,0.5,0.75,0.5,0.25,0.625,0.75,0.75,,0.416666667,0.625,0.5,0.375,0.5,0.5,0.75,,,,0.5,0.75,0.25,0.5,0.75,,,,0.75,,0.75,1,0.75,0.75,0.666666667,0.625,0.25,0.75,0.5,0.75
65,45-54,female,0.887030771,0.717938462,0.710215385,0.100119998,0.869000001,1,0.916666667,0.875,0.875,0.833333333,1,1,1,1,1,1,1,0.875,1,0.875,0.25,1,1,1,1,1,1,1,0.625,0.75,1,0.916666667,0.75,1,1,0.75,1,1,1,1,0.875,0.75,0.875,0.75,1,0.875,1,1,0.875,1,1,1,0.75,1,1,1,0.875,0.75,0.875,0.416666667,0.916666667,0.75,0.75,0.875,0.833333333,0.875,1,0.916666667,1,0.75,1,0.875,1,1,1,0.75,1,0.833333333,1,0.75,1,1,1,0.75,1
1,35-44,male,0.833000004,0.5,0.5,,0.666999996,,,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.75,,,,,,,,,,,,0.5,,,,,,,
50,35-44,male,0.84664,0.66336,0.79336,0.0778,0.756073171,0.9375,1,0.9375,1,0.5,0.625,0.916666667,1,0.916666667,0.833333333,0.95,1,1,0.9375,0.625,1,0.916666667,0.666666667,0.9375,1,0.75,0.9375,0.9375,1,1,1,1,1,1,1,1,1,1,1,1,0.75,0.833333333,1,0.85,1,0.875,0.75,0.6875,0.833333333,0.666666667,0.5,0.5,1,0.916666667,0.875,0.916666667,0.55,0.6875,0.75,0.5,0.75,0.625,0.75,1,0.4,0.625,0.75,0.25,0.625,0.875,0.625,0.6875,0.375,0.8125,0.583333333,1,1,0.875,0.625,0.666666667,0.75,0.5,0.625,0.75,1
1,45-54,female,0.166999996,0.166999996,0.166999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,0.75,,,,0.75,,,,,,,
